"","UR","State","year","rpci","rtw","dem_leg","rep_leg","bi_leg"
"522",8.2,"Florida",1992,20825,1,0,0,1
"523",8.9,"Florida",1991,20073,1,1,0,0
"524",8.2,"Florida",1990,19763,1,1,0,0
"525",7.3,"Florida",1989,19081,1,1,0,0
"526",7.9,"Florida",1988,17601,1,1,0,0
"527",7.6,"Florida",1987,16436,1,1,0,0
"528",8.7,"Florida",1986,15610,1,1,0,0
"529",9.4,"Florida",1985,14829,1,1,0,0
"530",9.6,"Florida",1984,13939,1,1,0,0
"531",10.3,"Florida",1983,12846,1,1,0,0
"532",11,"Florida",1982,11942,1,1,0,0
"533",11.7,"Florida",1981,11354,1,1,0,0
"534",12,"Florida",1980,10145,1,1,0,0
"535",11.7,"Florida",1979,8939,1,1,0,0
"536",13,"Florida",1978,8064,1,1,0,0
"537",12.7,"Florida",1977,7182,1,0,0,0
"538",10.2,"Florida",1976,6557,1,0,0,0
"539",11.4,"Florida",1975,6107,1,0,0,0
"540",13.9,"Florida",1974,5757,1,0,0,0
"541",14.8,"Florida",1973,5371,1,0,0,0
"542",14.3,"Florida",1972,4860,1,0,0,0
"543",14.1,"Florida",1971,4433,1,0,0,0
"544",13.9,"Florida",1970,4131,1,0,0,0
"545",14.1,"Florida",1969,3765,1,0,0,0
"546",14.4,"Florida",1968,3355,1,0,0,0
"547",13.9,"Florida",1967,3007,1,0,0,0
"548",13.5,"Florida",1966,2781,1,0,0,0
"549",13.7,"Florida",1965,2599,1,0,0,0
"550",14,"Florida",1964,2449,1,0,0,0
"551",4.5,"Georgia",2018,46824,1,0,1,0
"552",4,"Georgia",2017,44996,1,0,1,0
"553",3.9,"Georgia",2016,43033,1,0,1,0
"554",4.1,"Georgia",2015,41941,1,0,1,0
"555",4.4,"Georgia",2014,39969,1,0,1,0
"556",5.3,"Georgia",2013,37794,1,0,1,0
"557",4.4,"Georgia",2012,37495,1,0,1,0
"558",4,"Georgia",2011,36842,1,0,1,0
"559",4,"Georgia",2010,34829,1,0,1,0
"560",4.6,"Georgia",2009,34274,1,0,1,0
"561",3.7,"Georgia",2008,35438,1,0,1,0
"562",4.5,"Georgia",2007,35680,1,0,1,0
"563",4.5,"Georgia",2006,34791,1,0,1,0
"564",5.1,"Georgia",2005,33445,1,0,1,0
"565",6.5,"Georgia",2004,32034,1,0,1,0
"566",6.7,"Georgia",2003,30896,1,0,0,1
"567",6.1,"Georgia",2002,30133,1,0,0,1
"568",7.3,"Georgia",2001,29762,1,1,0,0
"569",6.3,"Georgia",2000,28851,1,1,0,0
"570",7.3,"Georgia",1999,27254,1,1,0,0
"571",7.5,"Georgia",1998,26152,1,1,0,0
"572",7.2,"Georgia",1997,24404,1,1,0,0
"573",7.8,"Georgia",1996,23475,1,1,0,0
"574",6.8,"Georgia",1995,22235,1,1,0,0
"575",8.1,"Georgia",1994,21090,1,1,0,0
"576",6.8,"Georgia",1993,20087,1,1,0,0
"577",7.4,"Georgia",1992,19360,1,1,0,0
"578",6.9,"Georgia",1991,18322,1,1,0,0
"579",7,"Georgia",1990,17835,1,1,0,0
"580",9,"Georgia",1989,16942,1,1,0,0
"581",10.6,"Georgia",1988,15959,1,1,0,0
"582",9.6,"Georgia",1987,14888,1,1,0,0
"583",9.6,"Georgia",1986,14109,1,1,0,0
"584",10.2,"Georgia",1985,13196,1,1,0,0
"585",10.3,"Georgia",1984,12316,1,1,0,0
"586",12,"Georgia",1983,11064,1,1,0,0
"587",10.4,"Georgia",1982,10242,1,1,0,0
"588",8.7,"Georgia",1981,9600,1,1,0,0
"589",12.5,"Georgia",1980,8602,1,1,0,0
"590",12.2,"Georgia",1979,7850,1,1,0,0
"591",11.9,"Georgia",1978,7154,1,1,0,0
"592",11.8,"Georgia",1977,6396,1,0,0,0
"593",11.5,"Georgia",1976,5881,1,0,0,0
"594",11.7,"Georgia",1975,5354,1,0,0,0
"595",12.5,"Georgia",1974,5019,1,0,0,0
"596",10.8,"Georgia",1973,4656,1,0,0,0
"597",11.6,"Georgia",1972,4203,1,0,0,0
"598",12.6,"Georgia",1971,3823,1,0,0,0
"599",13.7,"Georgia",1970,3542,1,0,0,0
"600",13.8,"Georgia",1969,3292,1,0,0,0
"601",14,"Georgia",1968,2986,1,0,0,0
"602",13,"Georgia",1967,2750,1,0,0,0
"603",12,"Georgia",1966,2545,1,0,0,0
"604",12,"Georgia",1965,2331,1,0,0,0
"605",11.9,"Georgia",1964,2148,1,0,0,0
"606",23.3,"Hawaii",2018,52174,0,1,0,0
"607",21.5,"Hawaii",2017,51055,0,1,0,0
"608",19.7,"Hawaii",2016,49122,0,1,0,0
"609",20.5,"Hawaii",2015,47777,0,1,0,0
"610",21.9,"Hawaii",2014,46044,0,1,0,0
"611",22.2,"Hawaii",2013,43931,0,1,0,0
"612",21.9,"Hawaii",2012,43812,0,1,0,0
"613",21.6,"Hawaii",2011,42809,0,1,0,0
"614",21.8,"Hawaii",2010,41574,0,1,0,0
"615",23.5,"Hawaii",2009,41082,0,1,0,0
"616",24.4,"Hawaii",2008,41969,0,1,0,0
"617",23.6,"Hawaii",2007,40490,0,1,0,0
"618",24.8,"Hawaii",2006,38480,0,1,0,0
"619",25.9,"Hawaii",2005,36375,0,1,0,0
"620",23.5,"Hawaii",2004,34277,0,1,0,0
"621",24,"Hawaii",2003,32467,0,1,0,0
"622",24.7,"Hawaii",2002,31257,0,1,0,0
"623",23.2,"Hawaii",2001,30229,0,1,0,0
"624",24.6,"Hawaii",2000,29319,0,1,0,0
"625",23.1,"Hawaii",1999,27768,0,1,0,0
"626",26.4,"Hawaii",1998,26756,0,1,0,0
"627",26.4,"Hawaii",1997,26334,0,1,0,0
"628",23.1,"Hawaii",1996,25665,0,1,0,0
"629",24.3,"Hawaii",1995,25788,0,1,0,0
"630",27.8,"Hawaii",1994,25400,0,1,0,0
"631",28.6,"Hawaii",1993,25133,0,1,0,0
"632",28.6,"Hawaii",1992,24542,0,1,0,0
"633",29.1,"Hawaii",1991,23253,0,1,0,0
"634",29.4,"Hawaii",1990,22433,0,1,0,0
"635",30.1,"Hawaii",1989,20897,0,1,0,0
"636",30.3,"Hawaii",1988,18964,0,1,0,0
"637",29.4,"Hawaii",1987,17435,0,1,0,0
"638",29.3,"Hawaii",1986,16599,0,1,0,0
"639",27.8,"Hawaii",1985,15824,0,1,0,0
"640",29.2,"Hawaii",1984,15052,0,1,0,0
"641",28.9,"Hawaii",1983,14262,0,1,0,0
"642",32.1,"Hawaii",1982,13249,0,1,0,0
"643",35.4,"Hawaii",1981,12711,0,1,0,0
"644",34.4,"Hawaii",1980,11867,0,1,0,0
"645",28,"Hawaii",1979,10571,0,1,0,0
"646",26.7,"Hawaii",1978,9640,0,1,0,0
"647",33.5,"Hawaii",1977,8828,0,0,0,0
"648",34.9,"Hawaii",1976,8367,0,0,0,0
"649",35.1,"Hawaii",1975,7907,0,0,0,0
"650",35.1,"Hawaii",1974,7412,0,0,0,0
"651",34.2,"Hawaii",1973,6643,0,0,0,0
"652",33.7,"Hawaii",1972,6170,0,0,0,0
"653",29.7,"Hawaii",1971,5791,0,0,0,0
"654",25.7,"Hawaii",1970,5538,0,0,0,0
"655",25.5,"Hawaii",1969,4903,0,0,0,0
"656",25.2,"Hawaii",1968,4338,0,0,0,0
"657",24.9,"Hawaii",1967,3915,0,0,0,0
"658",24.6,"Hawaii",1966,3674,0,0,0,0
"659",23.2,"Hawaii",1965,3412,0,0,0,0
"660",21.7,"Hawaii",1964,3125,0,0,0,0
"661",4.9,"Idaho",2018,43356,1,0,1,0
"662",5,"Idaho",2017,41560,1,0,1,0
"663",6.3,"Idaho",2016,40098,1,0,1,0
"664",7,"Idaho",2015,39386,1,0,1,0
"665",5.5,"Idaho",2014,37680,1,0,1,0
"666",4.7,"Idaho",2013,36095,1,0,1,0
"667",4.9,"Idaho",2012,35110,1,0,1,0
"668",5.3,"Idaho",2011,33579,1,0,1,0
"669",7.4,"Idaho",2010,32097,1,0,1,0
"670",6.4,"Idaho",2009,31281,1,0,1,0
"671",7.2,"Idaho",2008,32841,1,0,1,0
"672",5.4,"Idaho",2007,32707,1,0,1,0
"673",6.3,"Idaho",2006,31476,1,0,1,0
"674",5.4,"Idaho",2005,29392,1,0,1,0
"675",6,"Idaho",2004,28317,1,0,1,0
"676",7.2,"Idaho",2003,26728,1,0,1,0
"677",7.3,"Idaho",2002,26233,1,0,1,0
"678",7.8,"Idaho",2001,25799,1,0,1,0
"679",7.9,"Idaho",2000,25183,1,0,1,0
"680",9.6,"Idaho",1999,23688,1,0,1,0
"681",8.1,"Idaho",1998,22783,1,0,1,0
"682",8.8,"Idaho",1997,21506,1,0,1,0
"683",9.1,"Idaho",1996,21058,1,0,1,0
"684",8.5,"Idaho",1995,20252,1,0,1,0
"685",8.8,"Idaho",1994,19368,1,0,1,0
"686",10.6,"Idaho",1993,18688,1,0,1,0
"687",9.5,"Idaho",1992,17640,1,0,1,0
"688",9.3,"Idaho",1991,16509,1,0,0,1
"689",10,"Idaho",1990,16152,1,0,0,1
"690",10.3,"Idaho",1989,15232,1,0,1,0
"691",11.8,"Idaho",1988,13966,1,0,1,0
"692",13.7,"Idaho",1987,12918,1,0,1,0
"693",12.5,"Idaho",1986,12297,1,0,1,0
"694",12.2,"Idaho",1985,12004,0,0,1,0
"695",9.5,"Idaho",1984,11399,0,0,1,0
"696",13,"Idaho",1983,10795,0,0,1,0
"697",18.1,"Idaho",1982,9961,0,0,1,0
"698",23.1,"Idaho",1981,9600,0,0,1,0
"699",20.1,"Idaho",1980,8856,0,0,1,0
"700",20.5,"Idaho",1979,8009,0,0,1,0
"701",17.3,"Idaho",1978,7497,0,0,1,0
"702",17.5,"Idaho",1977,6726,0,0,0,0
"703",19.1,"Idaho",1976,6343,0,0,0,0
"704",17.1,"Idaho",1975,5850,0,0,0,0
"705",20.2,"Idaho",1974,5566,0,0,0,0
"706",22.5,"Idaho",1973,4885,0,0,0,0
"707",21.8,"Idaho",1972,4329,0,0,0,0
"708",22.8,"Idaho",1971,3918,0,0,0,0
"709",23.9,"Idaho",1970,3691,0,0,0,0
"710",24.5,"Idaho",1969,3382,0,0,0,0
"711",25,"Idaho",1968,2971,0,0,0,0
"712",24.5,"Idaho",1967,2808,0,0,0,0
"713",24,"Idaho",1966,2638,0,0,0,0
"714",24.4,"Idaho",1965,2615,0,0,0,0
"715",24.8,"Idaho",1964,2316,0,0,0,0
"716",13.9,"Illinois",2018,56512,0,1,0,0
"717",15,"Illinois",2017,53645,0,1,0,0
"718",14.6,"Illinois",2016,52036,0,1,0,0
"719",15.3,"Illinois",2015,51443,0,1,0,0
"720",15.2,"Illinois",2014,49238,0,1,0,0
"721",15.8,"Illinois",2013,47047,0,1,0,0
"722",14.7,"Illinois",2012,46029,0,1,0,0
"723",16.3,"Illinois",2011,44194,0,1,0,0
"724",15.6,"Illinois",2010,42278,0,1,0,0
"725",17.5,"Illinois",2009,41180,0,1,0,0
"726",16.6,"Illinois",2008,43460,0,1,0,0
"727",14.6,"Illinois",2007,42513,0,1,0,0
"728",16.5,"Illinois",2006,40365,0,1,0,0
"729",16.9,"Illinois",2005,37975,0,1,0,0
"730",16.8,"Illinois",2004,36519,0,1,0,0
"731",18,"Illinois",2003,35212,0,1,0,0
"732",19.8,"Illinois",2002,34594,0,1,0,0
"733",18.4,"Illinois",2001,34299,0,0,0,1
"734",18.7,"Illinois",2000,33212,0,0,0,1
"735",18.1,"Illinois",1999,31068,0,0,0,1
"736",18.9,"Illinois",1998,29930,0,0,0,1
"737",18.7,"Illinois",1997,28422,0,0,0,1
"738",20.1,"Illinois",1996,27066,0,0,0,1
"739",20.3,"Illinois",1995,25633,0,0,0,1
"740",20,"Illinois",1994,24349,0,0,0,1
"741",21.2,"Illinois",1993,23317,0,0,0,1
"742",20.6,"Illinois",1992,22724,0,0,0,1
"743",21.1,"Illinois",1991,21253,0,1,0,0
"744",21,"Illinois",1990,21025,0,1,0,0
"745",21,"Illinois",1989,19888,0,1,0,0
"746",21.5,"Illinois",1988,18669,0,1,0,0
"747",22.5,"Illinois",1987,17310,0,1,0,0
"748",22.6,"Illinois",1986,16370,0,1,0,0
"749",22.4,"Illinois",1985,15545,0,1,0,0
"750",22.6,"Illinois",1984,14784,0,1,0,0
"751",24.4,"Illinois",1983,13412,0,1,0,0
"752",25,"Illinois",1982,12869,0,1,0,0
"753",25.6,"Illinois",1981,12136,0,0,0,1
"754",29.5,"Illinois",1980,10950,0,0,0,1
"755",29.2,"Illinois",1979,10117,0,1,0,0
"756",27.3,"Illinois",1978,9213,0,1,0,0
"757",30.1,"Illinois",1977,8369,0,0,0,0
"758",30.2,"Illinois",1976,7644,0,0,0,0
"759",30.3,"Illinois",1975,7064,0,0,0,0
"760",33.5,"Illinois",1974,6494,0,0,0,0
"761",34.5,"Illinois",1973,5947,0,0,0,0
"762",32.8,"Illinois",1972,5332,0,0,0,0
"763",33,"Illinois",1971,4936,0,0,0,0
"764",33.2,"Illinois",1970,4632,0,0,0,0
"765",33.3,"Illinois",1969,4392,0,0,0,0
"766",33.4,"Illinois",1968,4055,0,0,0,0
"767",33.3,"Illinois",1967,3801,0,0,0,0
"768",33.3,"Illinois",1966,3608,0,0,0,0
"769",34.5,"Illinois",1965,3373,0,0,0,0
"770",35.6,"Illinois",1964,3142,0,0,0,0
"771",8.9,"Indiana",2018,47100,1,0,1,0
"772",9,"Indiana",2017,45116,1,0,1,0
"773",10.5,"Indiana",2016,43645,1,0,1,0
"774",10.1,"Indiana",2015,42667,1,0,1,0
"775",10.8,"Indiana",2014,41188,1,0,1,0
"776",9.4,"Indiana",2013,39766,1,0,1,0
"777",9.2,"Indiana",2012,39433,0,0,1,0
"778",11.3,"Indiana",2011,37799,0,0,0,1
"779",11,"Indiana",2010,35695,0,0,0,1
"780",10.7,"Indiana",2009,34267,0,0,0,1
"781",12.5,"Indiana",2008,35408,0,0,0,1
"782",12.1,"Indiana",2007,34055,0,0,0,1
"783",12,"Indiana",2006,33123,0,0,0,1
"784",12.5,"Indiana",2005,31566,0,0,1,0
"785",11.5,"Indiana",2004,30791,0,0,1,0
"786",11.9,"Indiana",2003,29521,0,0,0,1
"787",13.4,"Indiana",2002,28918,0,0,0,1
"788",14.7,"Indiana",2001,28639,0,0,0,1
"789",15.7,"Indiana",2000,28153,0,0,0,1
"790",15.8,"Indiana",1999,26600,0,0,0,1
"791",16.4,"Indiana",1998,25790,0,0,0,1
"792",14.7,"Indiana",1997,24096,0,0,0,1
"793",15.1,"Indiana",1996,23089,0,0,0,1
"794",16.6,"Indiana",1995,22047,0,0,0,1
"795",19.4,"Indiana",1994,21297,0,0,0,1
"796",18.7,"Indiana",1993,20232,0,0,0,1
"797",19.2,"Indiana",1992,19411,0,0,0,1
"798",19.5,"Indiana",1991,18121,0,0,0,1
"799",20.1,"Indiana",1990,17768,0,0,0,1
"800",21.2,"Indiana",1989,16942,0,0,0,1
"801",20.8,"Indiana",1988,15646,0,0,0,1
"802",21.5,"Indiana",1987,14664,0,0,1,0
"803",21.1,"Indiana",1986,13868,0,0,1,0
"804",21.6,"Indiana",1985,13154,0,0,1,0
"805",25.4,"Indiana",1984,12460,0,0,1,0
"806",25.2,"Indiana",1983,11243,0,0,1,0
"807",26.5,"Indiana",1982,10686,0,0,1,0
"808",27.8,"Indiana",1981,10292,0,0,1,0
"809",29.5,"Indiana",1980,9365,0,0,1,0
"810",29.2,"Indiana",1979,8732,0,0,1,0
"811",30.8,"Indiana",1978,7968,0,0,1,0
"812",29.7,"Indiana",1977,7197,0,0,0,0
"813",33.8,"Indiana",1976,6540,0,0,0,0
"814",35.3,"Indiana",1975,5907,0,0,0,0
"815",39.8,"Indiana",1974,5472,0,0,0,0
"816",35,"Indiana",1973,5136,0,0,0,0
"817",37.8,"Indiana",1972,4503,0,0,0,0
"818",38.8,"Indiana",1971,4151,0,0,0,0
"819",39.9,"Indiana",1970,3849,0,0,0,0
"820",40.1,"Indiana",1969,3741,0,0,0,0
"821",40.3,"Indiana",1968,3419,0,0,0,0
"822",40.5,"Indiana",1967,3170,0,0,0,0
"823",40.7,"Indiana",1966,3058,0,0,0,0
"824",40.8,"Indiana",1965,2877,0,0,0,0
"825",40.9,"Indiana",1964,2639,0,0,0,0
"826",7.8,"Iowa",2018,49212,1,0,0,1
"827",7.2,"Iowa",2017,47286,1,0,0,1
"828",9.2,"Iowa",2016,46291,1,0,0,1
"829",9.7,"Iowa",2015,46104,1,0,0,1
"830",10.9,"Iowa",2014,44699,1,0,0,1
"831",10.2,"Iowa",2013,43439,1,0,0,1
"832",10.5,"Iowa",2012,42873,1,0,0,1
"833",11.4,"Iowa",2011,41036,1,1,0,0
"834",11.5,"Iowa",2010,38312,1,1,0,0
"835",11.2,"Iowa",2009,37286,1,1,0,0
"836",10.7,"Iowa",2008,38703,1,1,0,0
"837",10.6,"Iowa",2007,36680,1,1,0,0
"838",11.4,"Iowa",2006,34448,1,1,0,0
"839",11.6,"Iowa",2005,32621,1,0,0,1
